JunctionID	SJ.Chr	SJ.Start	SJ.Stop	SJ.Strand	Gene	Copy_Name	Copy_Count	SRR924570.F.	SRR924573.F.	SRR924582.F.	SRR924585.F.	SRR924202.F.	SRR924485.F.	SRR924539.F.	SRR924540.F.	SRR924541.F.	SRR924542.F.	SRR924546.F.	SRR924547.F.	SRR924548.F.	SRR924549.F.	SRR924550.F.	SRR924551.F.	SRR924552.F.	SRR924553.F.	SRR924554.F.	SRR924555.F.	SRR924556.F.	SRR924557.F.	SRR924558.F.	SRR924559.F.	SRR924561.F.	SRR924564.F.	SRR924567.F.
Contig1_026	Contig1	186946	187040	-	RJF.Contig1.LOC14.MHCY2v	MHCY-v	4	0.034	0.20775	9.725	5.625	0.95	2.2625	2.4375	0.16425	0.1045	0.181	0.125	0.05275	0.3875	1.1475	2.2975	0.22325	0.1145	0.22875	1.3225	0.5525	0.2875	8.4	11.175	0.101	0.133	5	1.0075
Contig1_142	Contig1	354836	354993	+	RJF.Contig1.LOC44.MHCY15m	MHCY-m	2	2.765	2.305	0.057	0.0625	0.2745	0.0125	0.0625	0	0	0	0	0.1055	0.53	0.98	1.25	0	0	0	0.0194	0.155	0.479	0.079	0.0147	1.115	1.115	0.00495	0
Contig1_082	Contig1	262986	263170	-	RJF.Contig1.LOC30.MHCY8a	MHCY-a	3	0.0169333333333333	0.075	2.28	1.07666666666667	3.63333333333333	0.476666666666667	0.673333333333333	0.7	0.513333333333333	0.54	0.41	0	0.0215	1.55	2.23	1.04	0.35	0.177333333333333	4.2	0.436666666666667	0.264	4.1	3.7	0.102666666666667	0.129	24.1	3.66666666666667
Contig1_035	Contig1	191569	191740	-	RJF.Contig1.LOC16.MHCY3h	MHCY-h	2	0	0	0.125	0.0875	0.0205	0	0.0125	0.00745	0.00745	0	0	0	0	0	0.0463	0.0119	0	0	0.093	0.0238	0.02085	0.066	0.059	0	0	0.0545	0.0345
Contig1_046	Contig1	209598	209755	-	RJF.Contig1.LOC19.MHCY5f	MHCY-f	1	0	0.0282	1.84	1.57	0.836	0.65	0.95	0.149	0.194	0.0345	0.167	0	0.0323	0.224	0.574	0.238	0.181	0.149	3.55	0.286	0.25	1.11	2.09	0.0962	0.242	2.27	1.97
Contig1_125	Contig1	335465	335687	+	RJF.Contig1.LOC41.YLEC17e	YLEC-e	3	0.00563333333333333	0.0094	0.288	0.216666666666667	0.0436666666666667	0.05	0.2	0.00996666666666667	0.00496666666666667	0	0.0111	0	0.0107666666666667	0.122333333333333	0.0493333333333333	0.00396666666666667	0.00803333333333333	0.0071	0.103333333333333	0.0317333333333333	0.0277666666666667	0.140333333333333	0.323666666666667	0.0128333333333333	0.0107666666666667	0.181666666666667	0.092
Contig1_015	Contig1	166121	166207	-	RJF.Contig1.LOC12.MHCY2B2b	MHCY-B-b	1	0	0	0	0	0.0328	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00775	0	0	0	0	0	0	0.0099	0
Contig1_017	Contig1	175869	175994	-	RJF.Contig1.LOC13.MHCY1d	MHCY-d	1	0.0169	0.0282	0.455	0.325	0.721	0.1	0.1	0.179	0.0597	0.069	0.167	0.105	0.0323	0.224	0.204	0.131	0.0964	0.0213	1.05	0.286	0.0625	0.263	0.206	0	0.0323	1.75	0.724
Contig1_075	Contig1	245426	245587	+	RJF.Contig1.LOC27.MHCY7l	MHCY-l	2	0.0254	0.0705	2.57	1.76	0.67	0.925	1.01	0.7	0.261	0.2585	0.2335	0.0525	0.129	0.3165	0.585	0.25	0.205	0.2235	1.75	0.143	0.229	0.4605	1.34	0.1925	0.2985	0.905	0.845
Contig1_102	Contig1	299081	299325	-	RJF.Contig1.LOC34.MHCY11o	MHCY-o	3	0.0282333333333333	0.164333333333333	10.0333333333333	6.06666666666667	0.576666666666667	2.76	2.75	0.194	0.149333333333333	0.161	0.166666666666667	0.035	0.236666666666667	0.933333333333333	1.79	0.309666666666667	0.124333333333333	0.523333333333333	1.15	0.493333333333333	0.646666666666667	8.06666666666667	13.1	0.256333333333333	0.35	2.97666666666667	0.92
Contig1_065	Contig1	234970	235062	-	RJF.Contig1.LOC24.YLEC10c	YLEC-c	2	0.0339	0.2605	12.85	8.45	0.3605	1.69	2.1	0.164	0.0224	0.0345	0.0665	0.0263	0.484	0.1835	0.398	0.095	0.0482	0.595	0.575	0.369	0.52	1.515	2.925	0.077	0.097	0.78	0.535
Contig1_062	Contig1	230918	231182	-	RJF.Contig1.LOC23.YLEC9b	YLEC-b	2	0.051	0.183	11.8	5.85	0.645	1.665	2.765	0.2535	0.0895	0.069	0.05	0.0525	0.1615	0.61	0.4535	0.101	0.0241	0.2555	1.94	0.99	0.8	1.225	2.03	0.1635	0.226	1.11	1.93
Contig1_040	Contig1	204200	204313	-	RJF.Contig1.LOC17.MHCY4v	MHCY-v	4	0.008475	0.04575	1.335	0.895	0.6025	0.3375	0.6675	0.10825	0.05225	0.0775	0.09175	0.0395	0.113	0.3975	0.64	0.1905	0.1055	0.0425	0.9125	0.14275	0.10425	1.21	1.78	0.04325	0.0605	2.9	0.7575
Contig1_006	Contig1	135569	135745	-	RJF.Contig1.LOC07.ZNFY1a	ZNFY-a	3	0.0396666666666667	0.0187666666666667	0.113666666666667	0.0666666666666667	0.213	0.116666666666667	0.25	0.283666666666667	0.308333333333333	0.322	0.333333333333333	0	0.0215	0.122333333333333	0.148	0.277666666666667	0.301333333333333	0.0496666666666667	0.227333333333333	0.0633333333333333	0.0486666666666667	0.131666666666667	0.0883333333333333	0.109	0.0646666666666667	0.247666666666667	0.241333333333333
Contig1_023	Contig1	174046	174217	-	RJF.Contig1.LOC13.MHCY1d	MHCY-d	1	0	0.0282	0.477	0.225	0.861	0.275	0.1	0.149	0.194	0.069	0.133	0.0526	0.0323	0.265	0.333	0.286	0.108	0.128	2.24	0.262	0.0625	0.842	0.588	0.0385	0.0645	1.54	0.966
Contig1_164	Contig1	396806	397044	-	RJF.Contig1.LOC51.MHCY19t	MHCY-t	3	0	0	0.35	0.166666666666667	0.0246	0.0583333333333333	0.025	0	0.00496666666666667	0	0	0.0175333333333333	0.0215	0.0272	0.0185333333333333	0	0.004	0	0.0232666666666667	0.00793333333333333	0.0208333333333333	0.044	0.108	0.0064	0.0161333333333333	0.0198	0.0115
Contig1_167	Contig1	395867	395976	-	RJF.Contig1.LOC51.MHCY19t	MHCY-t	3	0	0.0047	0.121333333333333	0.0166666666666667	0.0463333333333333	0	0.0166666666666667	0	0	0	0.0111	0	0	0.0136	0.0185333333333333	0	0	0	0.031	0.00793333333333333	0.0139	0.0263	0.049	0	0	0.118666666666667	0.046
Contig1_132	Contig1	349863	349956	+	RJF.Contig1.LOC43.YLEC18f	YLEC-f	3	0	0.0094	0.546666666666667	0.333333333333333	0.0546666666666667	0.025	0.183333333333333	0.00996666666666667	0.0199	0.0115	0.0111	0.0175333333333333	0.87	0	0.0123333333333333	0.0119	0.0160666666666667	0.0071	0.121333333333333	0.00793333333333333	0.0626666666666667	0.0175333333333333	0.108	0	0.0161333333333333	0.0463333333333333	0.103333333333333
Contig1_091	Contig1	274614	274708	-	RJF.Contig1.LOC32.MHCY9i	MHCY-i	3	0	0.122	9.8	7.3	0.287	1.46666666666667	1.46666666666667	0.0546666666666667	0.0496666666666667	0.046	0.0333333333333333	0.0175333333333333	0.086	0.319666666666667	0.696666666666667	0.0713333333333333	0.0281	0.163	0.616666666666667	0.325333333333333	0.173666666666667	3.02666666666667	6.53333333333333	0.0256333333333333	0.07	1.49666666666667	0.366666666666667
Contig1_157	Contig1	385111	385355	-	RJF.Contig1.LOC50.MHCY18i	MHCY-i	3	0.0396666666666667	0.248666666666667	19.7666666666667	14.5333333333333	0.53	12.4	10.5666666666667	0.134333333333333	0.159333333333333	0.103333333333333	0.0776666666666667	0.122666666666667	0.7	1	2.48	0.139	0.0883333333333333	2.66	1.19	0.943333333333333	1.12666666666667	10.7666666666667	26.7666666666667	2.04	1.52	1.54333333333333	0.553333333333333
Contig1_098	Contig1	286309	286403	-	RJF.Contig1.LOC33.MHCY10t	MHCY-t	3	0	0.0141	1.20333333333333	0.866666666666667	0.0846666666666667	0.15	0.166666666666667	0.00496666666666667	0.00496666666666667	0	0.0111	0.0175333333333333	0.043	0.0746666666666667	0.0433333333333333	0.0119	0	0.0142	0.0723333333333333	0.0476666666666667	0.0556666666666667	0.289333333333333	0.686666666666667	0.0320666666666667	0.0107666666666667	0.089	0.0343333333333333
Contig1_079	Contig1	263609	263691	-	RJF.Contig1.LOC30.MHCY8a	MHCY-a	3	0.101666666666667	0.206666666666667	8.43333333333333	4.36666666666667	3.06666666666667	3.01666666666667	3.66666666666667	0.556666666666667	0.463333333333333	0.39	0.423333333333333	0.0175333333333333	0.129	4.83333333333333	7.46666666666667	0.826666666666667	0.329333333333333	0.523333333333333	3.4	1.69	0.833333333333333	18.1	17.5666666666667	0.43	0.516666666666667	21.2	3.5
Contig1_048	Contig1	222938	223063	+	RJF.Contig1.LOC21.MHCY6u	MHCY-u	2	0.01695	0.04225	3.695	2.06	0.67	0.475	1.2	0.935	0.433	0.207	0.3	0	0.03225	0.408	0.4165	0.22	0.1805	0.085	0.825	0.4645	0.1665	0.342	0.895	0.0575	0.105	0.565	0.81
Contig1_073	Contig1	245087	245169	+	RJF.Contig1.LOC27.MHCY7l	MHCY-l	2	0.01695	0.02115	0.67	0.35	0.535	0.1125	0.3125	0.448	0.127	0.138	0.05	0	0.0484	0.0815	0.1295	0.149	0.1325	0.0319	0.87	0.0119	0.03125	0.171	0.3675	0.0481	0.0565	0.845	0.69
Contig1_034	Contig1	191774	191931	-	RJF.Contig1.LOC16.MHCY3h	MHCY-h	2	0	0.0141	0.92	0.785	0.4305	0.325	0.475	0.0745	0.097	0.01725	0.0665	0	0.01615	0.112	0.287	0.119	0.0965	0.0745	1.8	0.143	0.125	0.555	1.045	0.0481	0.121	1.145	0.985
Contig1_055	Contig1	228401	228689	-	RJF.Contig1.LOC22.YLEC8a	YLEC-a	2	0.178	0.4295	20.25	8.8	0.965	2.515	4.975	0.179	0.0895	0.086	0.1	0.0263	0.226	0.95	1.095	0.125	0.0965	0.4045	2.645	2.225	1.2	3.065	2.925	0.4325	0.62	1.535	2.17
Contig1_072	Contig1	244719	244813	+	RJF.Contig1.LOC27.MHCY7l	MHCY-l	2	0	0.0493	6.4	5.3	0.785	1.835	2.625	0.74	0.2685	0.207	0.4165	0.0525	0.387	0.3265	0.72	0.3275	0.1805	0.575	1.56	0.25	0.1875	1.235	4.66	0.1925	0.395	1.175	0.67
Contig2_026	Contig2	32523	32777	+	RJF.Contig2.LOC07.MHCY23m	MHCY-m	2	5.2	5.6	7.9	6.9	0.52	2.415	1.9	0.082	0.0224	0.0345	0.05	0.685	3.5	1.41	2.74	0.04165	0.03615	0.64	0.2015	0.357	1.355	1.775	7	2.69	2.385	0.2575	0.155
Contig2_028	Contig2	33422	33505	+	RJF.Contig2.LOC07.MHCY23m	MHCY-m	2	0.695	0.52	0.02275	0	0.2665	0.025	0	0	0	0	0	0	0.0805	0.255	0.2965	0	0	0	0.003875	0.0476	0.03125	0	0	0.3845	0.274	0.02475	0.01725
Contig2_008	Contig2	12721	12914	+	RJF.Contig2.LOC04.YLEC21e	YLEC-e	3	0	0	0.038	0	0	0	0.0166666666666667	0	0	0	0	0	0.043	0	0	0	0	0	0	0	0	0.00876666666666667	0.0196	0	0	0	0
Contig2_066	Contig2	99262	99375	-	RJF.Contig2.LOC16.MHCY29v	MHCY-v	4	0.008475	0.04575	1.3175	0.905	0.6075	0.35	0.675	0.10075	0.056	0.08625	0.09175	0.0395	0.113	0.3975	0.5825	0.1785	0.1025	0.0425	0.91	0.137	0.099	1.205	1.7875	0.04325	0.0565	2.875	0.775
Contig2_052	Contig2	75683	75921	-	RJF.Contig2.LOC14.MHCY27t	MHCY-t	3	0	0	0.35	0.166666666666667	0.0246	0.0583333333333333	0.0333333333333333	0	0.00496666666666667	0	0	0.0175333333333333	0.0215	0.0272	0.0185333333333333	0	0.004	0	0.0232666666666667	0.00793333333333333	0.0208333333333333	0.044	0.127333333333333	0.0064	0.0161333333333333	0.0198	0.0115
Contig2_068	Contig2	105790	106030	-	RJF.Contig2.LOC18.MHCY30h	MHCY-h	2	0	0.0141	1.66	0.875	0.1395	0.25	0.35	0.02985	0.00745	0.01725	0.03335	0	0.3225	0.1225	0.2595	0.04165	0.006	0.053	0.213	0.0595	0.052	1.04	1.69	0	0.0242	0.386	0.207
Contig2_084	Contig2	122454	122611	-	RJF.Contig2.LOC21.MHCY32g	MHCY-g	1	0	0.0282	1.84	1.57	0.861	0.65	0.95	0.149	0.194	0.0345	0.133	0	0.0323	0.224	0.574	0.238	0.193	0.149	3.6	0.286	0.25	1.11	2.09	0.0962	0.242	2.29	1.97
Contig2_077	Contig2	117272	117352	-	RJF.Contig2.LOC19.MHCY31v	MHCY-v	4	0.004225	0.02465	1.2275	0.75	0.815	0.2125	0.62	0.1305	0.097	0.069	0.14175	0.02625	0.09675	0.4325	0.695	0.255	0.08425	0.0585	1.155	0.1965	0.052	1.125	1.1025	0.05775	0.08075	3.925	1.0775
Contig2_090	Contig2	142137	142332	-	RJF.Contig2.LOC24.YLEC27a	YLEC-a	2	0.432	1.845	236.5	133	1.115	22.65	21.85	0.2685	0.112	0.1725	0.2335	0.237	3.065	2.58	3.02	0.107	0.0905	8.5	2.575	4.37	9	19.6	41.1	1.5	1.485	1.56	1.62
Contig2_098	Contig2	144637	144721	-	RJF.Contig2.LOC25.YLEC28b	YLEC-b	2	0.0595	0.3805	16.3	8.15	0.625	1.585	2.94	0.1345	0.052	0.138	0.1	0	0.226	0.655	0.77	0.0835	0.0301	0.4255	1.74	1.085	1.145	1.5	2.56	0.2885	0.4435	0.835	1.535
Contig2_030	Contig2	33713	33870	+	RJF.Contig2.LOC07.MHCY23m	MHCY-m	2	2.765	2.305	0.057	0.0625	0.2745	0.0125	0.0625	0	0	0	0	0.1055	0.53	0.98	1.25	0	0	0	0.0194	0.155	0.479	0.079	0.0147	1.115	1.115	0.00495	0
Contig2_057	Contig2	88079	88323	-	RJF.Contig2.LOC15.MHCY28o	MHCY-o	3	0.0282333333333333	0.164333333333333	10	6.06666666666667	0.576666666666667	2.76	2.72666666666667	0.194	0.149333333333333	0.161	0.166666666666667	0.035	0.225666666666667	0.933333333333333	1.76666666666667	0.305666666666667	0.120333333333333	0.523333333333333	1.15	0.493333333333333	0.646666666666667	8.03333333333333	13.0666666666667	0.256333333333333	0.35	2.95333333333333	0.92
Contig2_024	Contig2	30033	30255	+	RJF.Contig2.LOC06.YLEC22f	YLEC-f	3	0	0	0.0227333333333333	0.00833333333333333	0.0082	0	0.025	0	0	0	0	0	0.107666666666667	0	0.0123333333333333	0	0	0	0.00258333333333333	0.0158666666666667	0	0.00876666666666667	0.0098	0	0	0.0165	0
Contig2_102	Contig2	148066	148270	-	RJF.Contig2.LOC26.YLEC29c	YLEC-c	2	0.0254	0.0352	2.41	1.325	0.0164	0.2	0.375	0	0	0.01725	0.01665	0	0.0484	0.092	0.00925	0	0	0.0955	0.031	0.0357	0.0835	0.184	0.2795	0.0096	0.00805	0.0396	0
Contig2_072	Contig2	104660	104817	-	RJF.Contig2.LOC18.MHCY30h	MHCY-h	2	0	0.0141	0.92	0.785	0.4305	0.325	0.475	0.0745	0.097	0.01725	0.0665	0	0.01615	0.112	0.287	0.119	0.0965	0.0745	1.8	0.143	0.125	0.555	1.045	0.0481	0.121	1.145	0.985
Contig2_064	Contig2	99832	99926	-	RJF.Contig2.LOC16.MHCY29v	MHCY-v	4	0.034	0.20775	9.7	5.6	0.9525	2.2625	2.43	0.16425	0.1045	0.181	0.125	0.05275	0.3875	1.1375	2.2925	0.22325	0.1145	0.22875	1.335	0.5525	0.2875	8.35	11.175	0.101	0.133	5	1.0075
Contig2_070	Contig2	105063	105145	-	RJF.Contig2.LOC18.MHCY30h	MHCY-h	2	0.212	0.52	9.2	6.6	3.835	3.015	7.1	0.82	0.62	0.64	0.635	0.237	0.645	3.745	4.955	0.71	0.51	1.115	14.75	2.43	1.47	8.05	10.9	0.269	0.4115	12.15	8.65
Contig2_100	Contig2	143790	144054	-	RJF.Contig2.LOC25.YLEC28b	YLEC-b	2	0.051	0.197	11.8	5.7	0.635	1.65	2.725	0.261	0.097	0.069	0.05	0.0525	0.1615	0.61	0.4445	0.107	0.0241	0.2765	1.965	0.975	0.79	1.265	2.045	0.144	0.2175	1.09	2
Contig2_092	Contig2	141673	141757	-	RJF.Contig2.LOC24.YLEC27a	YLEC-a	2	0.127	0.2465	11.75	4.375	1.025	1.5	2.175	0.239	0.0595	0.1205	0.1165	0	0.113	0.4185	0.675	0.0895	0.0785	0.1915	2.86	1.25	0.77	1.355	1.675	0.1925	0.3385	1.54	2.105
Contig2_082	Contig2	122857	122939	-	RJF.Contig2.LOC21.MHCY32g	MHCY-g	1	0.424	1.04	18.4	13.2	7.67	6.03	14.2	1.64	1.24	1.28	1.27	0.474	1.29	7.49	9.91	1.42	1.02	2.23	29.5	4.86	2.94	16.1	21.8	0.538	0.823	24.3	17.3
Contig2_032	Contig2	53325	53569	-	RJF.Contig2.LOC11.MHCY25a	MHCY-a	3	0.169333333333333	0.76	48.6666666666667	32.5666666666667	2.50666666666667	12.9333333333333	10.7333333333333	0.426666666666667	0.323333333333333	0.516666666666667	0.39	0.158	1.51666666666667	7.83333333333333	16.7333333333333	0.893333333333333	0.281	3.56666666666667	3.01666666666667	2.63333333333333	3.53333333333333	80.3333333333333	145.666666666667	0.833333333333333	0.913333333333333	18.1666666666667	2.33333333333333
Contig2_050	Contig2	62642	62825	-	RJF.Contig2.LOC13.MHCY26i	MHCY-i	3	0.0226	0.0703333333333333	3.03	2.18333333333333	0.46	0.693333333333333	1.26666666666667	0.134333333333333	0.0796666666666667	0.103333333333333	0.089	0.035	0.043	0.326666666666667	0.543333333333333	0.119	0.0923333333333333	0.127666666666667	1.28333333333333	0.214333333333333	0.187333333333333	1.15	2.15666666666667	0.173	0.139666666666667	1.42666666666667	0.62
Contig2_059	Contig2	87355	87434	-	RJF.Contig2.LOC15.MHCY28o	MHCY-o	3	0	0.0328666666666667	0.606666666666667	0.3	0.613333333333333	0.116666666666667	0.316666666666667	0.154333333333333	0.0696666666666667	0.0803333333333333	0.177666666666667	0.0175333333333333	0.0107666666666667	0.245	0.271666666666667	0.190333333333333	0.0603333333333333	0.0071	1.09666666666667	0.174666666666667	0.0626666666666667	0.456666666666667	0.5	0.0128333333333333	0.0322666666666667	2.36333333333333	0.69
Contig2_088	Contig2	136718	136812	+	RJF.Contig2.LOC23.MHCY33u	MHCY-u	2	0.2375	0.59	19.65	9.75	1.6	4.95	8	1.77	1.045	1	1.3	0.079	0.4355	1.49	2.47	1.105	1.09	0.63	2.43	1.225	1.02	3.015	5.7	0.221	0.4595	1.505	1.62
Contig2_106	Contig2	146755	147019	-	RJF.Contig2.LOC26.YLEC29c	YLEC-c	2	0.00845	0.0352	2.465	0.925	0.217	0.1875	0.535	0.052	0.01495	0	0.03335	0	0.0484	0.0815	0.102	0.02975	0.0241	0.0319	0.337	0.0715	0.198	0.3025	0.412	0.0481	0.0403	0.3465	0.345
Contig2_053	Contig2	75312	75406	-	RJF.Contig2.LOC14.MHCY27t	MHCY-t	3	0	0.0141	1.19	0.86	0.0793333333333333	0.15	0.166666666666667	0.00496666666666667	0.00496666666666667	0	0.0111	0.0175333333333333	0.043	0.0746666666666667	0.0433333333333333	0.0119	0	0.0142	0.0696666666666667	0.0476666666666667	0.0556666666666667	0.289333333333333	0.686666666666667	0.0320666666666667	0.0107666666666667	0.089	0.0343333333333333
Contig2_013	Contig2	14334	14556	+	RJF.Contig2.LOC04.YLEC21e	YLEC-e	3	0.00563333333333333	0.0094	0.280333333333333	0.216666666666667	0.0436666666666667	0.05	0.2	0.00996666666666667	0.00496666666666667	0	0.0111	0	0.0107666666666667	0.122333333333333	0.0493333333333333	0	0.00803333333333333	0.0071	0.0983333333333333	0.0238	0.0277666666666667	0.140333333333333	0.323666666666667	0.0128333333333333	0.0107666666666667	0.175	0.092
Contig2_017	Contig2	17277	17359	-	RJF.Contig2.LOC05.MHCY22s	MHCY-s	3	0.113	0.319333333333333	5.3	3.73333333333333	1.41666666666667	1.77666666666667	4.23333333333333	0.308333333333333	0.268666666666667	0.23	0.2	0.122666666666667	0.311666666666667	1.82333333333333	2.84666666666667	0.293666666666667	0.213	0.546666666666667	5.53333333333333	1.23	0.783333333333333	4.56666666666667	6.06666666666667	0.141	0.274333333333333	4.66666666666667	3.5
Contig2_044	Contig2	64494	64619	-	RJF.Contig2.LOC13.MHCY26i	MHCY-i	3	0	0.0047	1.04666666666667	0.783333333333333	0.224	0.133333333333333	0.216666666666667	0.0248666666666667	0.0248666666666667	0.023	0.0776666666666667	0	0.0107666666666667	0.102	0.265333333333333	0.0596666666666667	0.0160666666666667	0.0212666666666667	0.175666666666667	0.158666666666667	0.0139	0.193	0.393333333333333	0.0256333333333333	0.0107666666666667	0.95	0.299
Contig2_093	Contig2	141273	141561	-	RJF.Contig2.LOC24.YLEC27a	YLEC-a	2	0.178	0.4295	20.25	8.8	0.965	2.515	4.975	0.179	0.0895	0.086	0.1	0.0263	0.226	0.95	1.095	0.125	0.0965	0.4045	2.645	2.225	1.2	3.065	2.925	0.4325	0.62	1.53	2.155
Contig2_091	Contig2	141913	142005	-	RJF.Contig2.LOC24.YLEC27a	YLEC-a	2	0.4575	1.69	135.5	69	2.01	14.95	20.95	0.3955	0.2835	0.224	0.3665	0.2105	1.615	2.755	3.045	0.226	0.1505	4.37	5.5	4.51	5.8	11.95	21.1	1.25	1.595	2.45	4.17
Contig2_055	Contig2	74744	74853	-	RJF.Contig2.LOC14.MHCY27t	MHCY-t	3	0	0.0047	0.113666666666667	0.0166666666666667	0.0463333333333333	0	0.0166666666666667	0	0	0	0.0111	0	0	0.0136	0.0185333333333333	0	0	0	0.0336666666666667	0.00793333333333333	0.0139	0.0263	0.049	0	0	0.118666666666667	0.046
Contig2_033	Contig2	52968	53048	-	RJF.Contig2.LOC11.MHCY25a	MHCY-a	3	0.096	0.305	20.3333333333333	12.1	3.5	5.8	5.66666666666667	0.72	0.423333333333333	0.61	0.423333333333333	0.105333333333333	0.59	4.23333333333333	7.7	1.08	0.333333333333333	1.11333333333333	3.76666666666667	1.61	1.42333333333333	41	48	0.54	0.616666666666667	24.9	3.56666666666667
Contig2_012	Contig2	13962	14226	+	RJF.Contig2.LOC04.YLEC21e	YLEC-e	3	0	0	0.318333333333333	0.183333333333333	0.0164	0.0416666666666667	0.025	0	0	0	0	0	0.0215	0.0068	0.0247	0	0	0	0.0543333333333333	0.00793333333333333	0.0139	0.0526666666666667	0.098	0	0.00536666666666667	0.0231	0.0573333333333333
Contig2_054	Contig2	74956	75038	-	RJF.Contig2.LOC14.MHCY27t	MHCY-t	3	0	0	0.121333333333333	0.0416666666666667	0.0766666666666667	0.05	0.0666666666666667	0.00496666666666667	0	0	0.0111	0	0	0.034	0.00616666666666667	0	0.004	0	0.0516666666666667	0.0396666666666667	0.00693333333333333	0.0526666666666667	0.0783333333333333	0	0.00536666666666667	0.109	0.0803333333333333
Contig2_069	Contig2	105419	105513	-	RJF.Contig2.LOC18.MHCY30h	MHCY-h	2	0.3985	1.79	71.5	49.4	3.64	25.4	32.9	0.71	0.785	0.431	0.665	0.3685	3.145	6.4	12.9	0.835	0.59	7.6	14.5	4.81	6.15	52	105.5	0.635	0.825	9.3	6.85
Contig2_076	Contig2	117626	117720	-	RJF.Contig2.LOC19.MHCY31v	MHCY-v	4	0.034	0.20775	9.7	5.625	0.95	2.2625	2.4375	0.16425	0.1045	0.181	0.125	0.05275	0.3875	1.1375	2.2925	0.22325	0.1145	0.22875	1.335	0.5525	0.2875	8.35	11.175	0.101	0.133	5	1.0075
Contig2_016	Contig2	17633	17727	-	RJF.Contig2.LOC05.MHCY22s	MHCY-s	3	0.158333333333333	0.78	37.6666666666667	26.1	1.54666666666667	13.6	16.9333333333333	0.278666666666667	0.353333333333333	0.195333333333333	0.333333333333333	0.122666666666667	1.57	2.63333333333333	5.53333333333333	0.356666666666667	0.253	3.66666666666667	6.13333333333333	1.95333333333333	2.88333333333333	27.0333333333333	55.3333333333333	0.275666666666667	0.311666666666667	4.23333333333333	2.96666666666667
Contig2_081	Contig2	123213	123307	-	RJF.Contig2.LOC21.MHCY32g	MHCY-g	1	0.797	3.58	144	99.1	7.4	51	65.8	1.48	1.63	0.931	1.4	0.737	6.29	12.8	25.8	1.71	1.22	15.4	29.6	9.62	12.3	105	212	1.27	1.65	18.9	13.7
Contig2_007	Contig2	4890	5074	-	RJF.Contig2.LOC02.MHCY21e	MHCY-e	3	0.00563333333333333	0.0094	0.37	0.291666666666667	0.496666666666667	0.183333333333333	0.316666666666667	0.0996666666666667	0.114333333333333	0.069	0.111	0	0	0.456666666666667	0.563333333333333	0.135	0.0120333333333333	0.0142	0.47	0.0873333333333333	0.0139	1	1.58	0.0256333333333333	0.0215	2.68666666666667	0.483333333333333
Contig2_060	Contig2	87139	87252	-	RJF.Contig2.LOC15.MHCY28o	MHCY-o	3	0.0113	0.0846666666666667	1.22	0.8	0.45	0.283333333333333	0.476666666666667	0.114333333333333	0.0846666666666667	0.138	0.155666666666667	0	0.0646666666666667	0.245	0.476666666666667	0.150666666666667	0.0643333333333333	0.085	1.01	0.262	0.173666666666667	1.06	1.48	0.0576666666666667	0.059	1.74333333333333	0.563333333333333
Contig2_009	Contig2	13046	13138	+	RJF.Contig2.LOC04.YLEC21e	YLEC-e	3	0	0	0.091	0.0583333333333333	0.00546666666666667	0.00833333333333333	0.025	0	0.00496666666666667	0	0.0111	0.0175333333333333	0	0	0.00616666666666667	0	0.004	0	0.00776666666666667	0	0	0.00876666666666667	0.0393333333333333	0	0.0107666666666667	0.0132	0.0343333333333333
Contig2_067	Contig2	106292	106417	-	RJF.Contig2.LOC18.MHCY30h	MHCY-h	2	0	0.0141	0.1705	0.1	0.164	0.05	0.075	0.052	0.01495	0	0.03335	0	0	0.2145	0.2315	0.0476	0.01205	0.01065	0.1705	0.0835	0.0104	0.03945	0.088	0.02885	0	0.79	0.207
Contig2_071	Contig2	104851	104960	-	RJF.Contig2.LOC18.MHCY30h	MHCY-h	2	0.288	0.77	10.2	7.5	4.385	5	10.2	0.805	0.73	0.55	0.715	0.342	0.74	3.51	5.4	0.745	0.525	1.52	18.1	2.715	1.845	10.4	14.8	0.346	0.234	12.7	9.4
Contig2_014	Contig2	18506	18631	-	RJF.Contig2.LOC05.MHCY22s	MHCY-s	3	0	0	0.0227333333333333	0.0166666666666667	0.0136666666666667	0	0	0	0.00996666666666667	0	0	0	0	0.0136	0.00616666666666667	0	0	0	0.0129333333333333	0.0158666666666667	0	0	0.0098	0	0	0.0165	0.0115
Contig2_047	Contig2	63264	63343	-	RJF.Contig2.LOC13.MHCY26i	MHCY-i	3	0.00563333333333333	0.0094	0.796666666666667	0.506666666666667	0.153	0.0833333333333333	0.25	0.0248666666666667	0.0546666666666667	0.0343333333333333	0.0556666666666667	0	0.0107666666666667	0.0883333333333333	0.142	0.0873333333333333	0.0321333333333333	0.0142	0.366666666666667	0.0396666666666667	0.0346666666666667	0.237	0.586666666666667	0.045	0.0161333333333333	0.826666666666667	0.322
Contig2_065	Contig2	99478	99558	-	RJF.Contig2.LOC16.MHCY29v	MHCY-v	4	0.004225	0.02465	1.2275	0.75	0.805	0.2125	0.62	0.1305	0.097	0.069	0.14175	0.02625	0.09675	0.4325	0.695	0.255	0.08425	0.0585	1.1525	0.1965	0.052	1.125	1.1025	0.0625	0.08075	3.925	1.0775
