JunctionID	SJ.Chr	SJ.Start	SJ.Stop	SJ.Strand	Gene	SRR924570.M.proventriculus	SRR924573.F.proventriculus	SRR924582.M.spleen	SRR924585.F.spleen	SRR924202.M.adrenal_gland	SRR924485.M.adipose	SRR924539.F.adipose	SRR924540.M.cerebellum	SRR924541.F.cerebellum	SRR924542.M.cerebrum	SRR924546.F.cerebrum	SRR924547.M.testes	SRR924548.F.ovary	SRR924549.M.heart	SRR924550.F.heart	SRR924551.M.hypothalamus	SRR924552.F.hypothalamus	SRR924553.M.kidney	SRR924554.F.kidney	SRR924555.M.liver	SRR924556.F.liver	SRR924557.M.lung	SRR924558.F.lung	SRR924559.M.breast_muscle	SRR924561.F.breast_muscle	SRR924564.M.sciatic nerve	SRR924567.F.sciatic nerve
Contig2_049	Contig2	62859	63016	-	RJF.Contig2.LOC13.MHCY26i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_006	Contig2	5108	5265	-	RJF.Contig2.LOC02.MHCY21e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_073	Contig2	104455	104626	-	RJF.Contig2.LOC18.MHCY30h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_061	Contig2	86948	87105	-	RJF.Contig2.LOC15.MHCY28o	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_037	Contig2	51989	52173	-	RJF.Contig2.LOC11.MHCY25a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_034	Contig2	52612	52694	-	RJF.Contig2.LOC11.MHCY25a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_042	Contig2	58890	59154	+	RJF.Contig2.LOC12.YLEC23g	0	0	0	0	0.00833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_046	Contig2	63617	63711	-	RJF.Contig2.LOC13.MHCY26i	0	0	0	0	0.00833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_075	Contig2	117997	118241	-	RJF.Contig2.LOC19.MHCY31v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_035	Contig2	52396	52509	-	RJF.Contig2.LOC11.MHCY25a	0	0	0	0	0	0	0	0	0.0152	0	0	0	0	0	0	0	0	0	0.00794	0	0	0	0	0	0	0.0102	0
Contig2_103	Contig2	147842	147934	-	RJF.Contig2.LOC26.YLEC29c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_074	Contig2	118503	118628	-	RJF.Contig2.LOC19.MHCY31v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_094	Contig2	140836	141090	-	RJF.Contig2.LOC24.YLEC27a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_085	Contig2	122249	122420	-	RJF.Contig2.LOC21.MHCY32g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_096	Contig2	145101	145296	-	RJF.Contig2.LOC25.YLEC28b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_011	Contig2	13483	13779	+	RJF.Contig2.LOC04.YLEC21e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_023	Contig2	29661	29925	+	RJF.Contig2.LOC06.YLEC22f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_041	Contig2	58411	58707	+	RJF.Contig2.LOC12.YLEC23g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_078	Contig2	117056	117169	-	RJF.Contig2.LOC19.MHCY31v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_079	Contig2	124100	124225	-	RJF.Contig2.LOC21.MHCY32g	0.105	0.265	6.6	4.66	2.78	2.46	4.92	0.485	0.53	0.31	0.586	0.133	0.241	1.65	3.79	0.44	0.402	0.733	8.32	2.05	0.865	3.32	7.18	0.143	0.283	10.2	6.79
Contig2_040	Contig2	58221	58305	+	RJF.Contig2.LOC12.YLEC23g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_019	Contig2	28419	28608	+	RJF.Contig2.LOC06.YLEC22f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_063	Contig2	100203	100447	-	RJF.Contig2.LOC16.MHCY29v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_048	Contig2	63050	63161	-	RJF.Contig2.LOC13.MHCY26i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_087	Contig2	136197	136441	+	RJF.Contig2.LOC23.MHCY33u	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_018	Contig2	17065	17174	-	RJF.Contig2.LOC05.MHCY22s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_051	Contig2	76183	76308	-	RJF.Contig2.LOC14.MHCY27t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_083	Contig2	122645	122754	-	RJF.Contig2.LOC21.MHCY32g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig3_015	Contig3	53780	54011	-	RJF.Contig3.LOC09.MHCY2B7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0357
Contig3_018	Contig3	52843	52929	-	RJF.Contig3.LOC09.MHCY2B7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig3_019	Contig3	52732	52818	-	RJF.Contig3.LOC09.MHCY2B7c	0	0	0	0	0.00833	0	0	0	0	0	0	0	0	0	0.0189	0	0	0	0.00794	0	0	0	0	0	0	0.0102	0
Contig3_038	Contig3	88033	88152	+	RJF.Contig3.LOC14.MHCY37c	0.316	0.338	3.07	2.39	8.47	1.74	4.33	1.27	1.17	1.1	1.14	0	0.586	3.67	10.2	1.33	0.89	1.96	36.4	17.6	4.46	0.784	1.52	0.429	0.45	16	35.2
Contig3_006	Contig3	7377	7488	+	RJF.Contig3.LOC02.MHCY34b	0.0702	0.132	1.4	1.76	2.45	2.59	3.45	0.848	0.848	0.69	0.897	0	0	0.458	1.25	0.583	0.402	0.689	9.63	1	0.486	1.92	3.24	1.78	1.43	4.35	4.07
Contig3_021	Contig3	62765	63030	-	RJF.Contig3.LOC10.MHCY35k	0.0877	0.176	3.84	3.26	0.467	1.62	1.73	1.17	0.667	0.345	0.448	0.333	0.828	0.312	0.811	0.548	0.659	2.04	1.73	0.385	0.324	0.73	2.52	0.429	0.717	0.429	0.929
Contig3_037	Contig3	77623	77780	+	RJF.Contig3.LOC13.MHCY36w	0.0175	0.0147	1.12	0.789	0.25	0.179	0.425	0.288	0.0758	0.172	0.172	0.0667	0.069	0.271	0.358	0.0833	0.0488	0.0667	0.722	0.154	0.135	0.676	0.697	0.0408	0.0167	0.357	0.429
Contig3_017	Contig3	53041	53123	-	RJF.Contig3.LOC09.MHCY2B7c	0	0	0	0	0.00833	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0397	0	0	0	0	0	0.0167	0.0102	0.0714
Contig3_050	Contig3	101841	101998	-	RJF.Contig3.LOC16.MHCY38j	0	0.0882	1	0.605	1.23	0.154	0.65	0.197	0.167	0.138	0.241	0	0.103	0.375	0.849	0.238	0.256	0.133	3.73	0.256	0.216	0.676	1.12	0.0408	0.117	3.27	2.32
Contig3_040	Contig3	88935	89029	+	RJF.Contig3.LOC14.MHCY37c	2.56	4.19	64.6	45.8	17.5	47.9	75.5	1.95	1.94	1	1.72	1.33	8.62	17	24	2.05	1.65	30	119	38.9	34.8	87.5	112	3.24	2.6	30.6	46.2
Contig3_055	Contig3	131436	131690	-	RJF.Contig3.LOC21.MHCY40l	0	0	0.0233	0	0.0167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0.027	0.0303	0	0	0.0102	0
Contig3_026	Contig3	65554	65749	+	RJF.Contig3.LOC11.YLEC34h	0	0	0	0	0	0	0	0	0	0	0	0	0.448	0	0	0	0	0	0	0	0	0.0541	0	0	0	0.0714	0
Contig3_013	Contig3	45778	46409	+	RJF.Contig3.LOC08.ZNFY4a	0	0	0	0	0.00833	0	0	0.0303	0.0152	0	0.0345	0	0	0	0	0.0357	0.0244	0	0.0159	0	0	0	0	0	0	0	0
Contig3_049	Contig3	102032	102126	-	RJF.Contig3.LOC16.MHCY38j	0.0175	0.0147	0.674	0.263	1.17	0.103	0.275	0.167	0.227	0.241	0.345	0	0.172	0.146	0.66	0.286	0.232	0.0889	3.52	0.179	0.189	0.486	0.848	0.0816	0.0333	2.84	2.21
Contig3_024	Contig3	61815	61935	-	RJF.Contig3.LOC10.MHCY35k	0	0	0.419	0.474	0.317	0.231	0.125	0.848	0.364	0.448	0.483	0	0.069	0.271	0.17	0.333	0.378	0.222	1.5	0.0513	0.0541	0	0.242	0.204	0.117	0.398	0.75
Contig3_056	Contig3	131065	131159	-	RJF.Contig3.LOC21.MHCY40l	0.0175	0	0.093	0.105	0.00833	0.128	0.075	0.0455	0.0152	0	0	0	0	0.0417	0.0189	0	0.0122	0	0.0317	0	0	0.0811	0.0909	0.0204	0	0	0
Contig3_052	Contig3	111143	111268	+	RJF.Contig3.LOC18.MHCY39r	0	0.0147	1.23	0.763	0.867	0.231	0.375	0.136	0.0909	0.207	0.069	0	0.0345	0.917	1.23	0.179	0.0732	0.111	1.38	0.308	0.162	1	0.97	0.184	0.117	3.88	1.61
Contig3_051	Contig3	101635	101807	-	RJF.Contig3.LOC16.MHCY38j	0.0351	0.103	1.19	0.763	1.53	0.282	0.8	0.242	0.258	0.207	0.31	0.0667	0.103	0.562	1.06	0.286	0.317	0.178	4.74	0.359	0.135	0.973	1.06	0.0408	0.15	3.99	2.36
Contig3_043	Contig3	89633	89789	+	RJF.Contig3.LOC14.MHCY37c	1.09	1.94	16.5	12	15.1	11.9	21.9	1.58	1.09	1.1	2.03	1.4	2.41	8.27	9.19	1.43	0.854	7.91	90.8	19.7	13	23.1	20	0.918	1.3	23.1	43.7
Contig3_007	Contig3	7522	7679	+	RJF.Contig3.LOC02.MHCY34b	0.0351	0.25	3.49	2.84	1.57	4.46	6.7	0.515	0.576	0.483	0.621	0	0.724	0.979	2.19	0.417	0.317	2.27	6.44	1.41	1.3	3.3	6.67	2.78	2.97	2.76	2.54
Contig3_057	Contig3	130709	130791	-	RJF.Contig3.LOC21.MHCY40l	0	0.0147	0.791	0.368	0.4	0.179	0.425	0.485	0.227	0.241	0.138	0.0667	0.103	0.167	0.264	0.214	0.11	0.0444	0.944	0.128	0	0.297	0.242	0.0816	0.133	0.622	0.679
Contig3_002	Contig3	5919	6044	+	RJF.Contig3.LOC02.MHCY34b	0.0877	0.206	3.26	3.05	2.41	3.79	5.62	1.03	0.758	0.448	0.828	0	0.103	1.25	2.64	0.571	0.5	1.96	5.29	2.38	0.811	1.97	3.55	3.31	2.77	3.97	4.14
Contig3_041	Contig3	89303	89383	+	RJF.Contig3.LOC14.MHCY37c	1	1.93	12	9.53	11.8	9.23	17.9	1.14	1.3	0.828	1.38	1.07	4.03	6.19	8.6	1.32	0.805	9.2	65.5	14.9	10.7	16.6	18.2	0.653	0.983	21.7	39.5
Contig3_045	Contig3	103459	103584	-	RJF.Contig3.LOC16.MHCY38j	0	0	0.0233	0.0263	0.275	0.0256	0	0.136	0.106	0.172	0.276	0	0	0.0208	0.434	0.143	0.0732	0.0667	0.619	0.179	0	0.027	0.0909	0.0408	0	0.643	0.964
Contig3_030	Contig3	66796	67060	+	RJF.Contig3.LOC11.YLEC34h	0	0	0.0698	0	0.05	0	0	0.0152	0.0152	0	0	0	0.138	0.0833	0.0377	0	0	0	0.0159	0	0	0	0	0.0408	0.0667	0.551	0.143
Contig3_005	Contig3	7195	7274	+	RJF.Contig3.LOC02.MHCY34b	0	0.103	1.16	1.16	2.1	1.69	2.42	0.727	1.03	0.448	0.759	0.0667	0.138	0.521	1.3	0.548	0.378	0.6	8.34	1.05	0.324	0.622	1.85	1.78	0.95	3.99	3.64
Contig3_016	Contig3	53403	53509	-	RJF.Contig3.LOC09.MHCY2B7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00794	0	0	0	0	0	0	0.0102	0
Contig3_033	Contig3	76405	76649	+	RJF.Contig3.LOC13.MHCY36w	0.0175	0.0882	4.84	3.24	0.492	1.41	1.7	0.348	0.0909	0.172	0.0345	0.133	0.379	0.833	1.28	0.0476	0.0732	0.333	1.15	0.436	0.27	1.97	3.97	0.0612	0.05	1.53	0.5
Contig3_059	Contig3	130291	130452	-	RJF.Contig3.LOC21.MHCY40l	0	0.0147	0.256	0.263	0.15	0.0256	0.025	0.197	0.182	0.0345	0.0345	0	0.0345	0	0.132	0.0952	0.146	0.0667	0.357	0	0	0.108	0.394	0	0.0667	0.184	0.107
Contig3_012	Contig3	45474	45650	+	RJF.Contig3.LOC08.ZNFY4a	0.0702	0.0588	0.0698	0.0263	0.142	0.0769	0.225	0.152	0.303	0.483	0.276	0	0.0345	0.208	0.189	0.333	0.256	0.0222	0.262	0.0769	0.108	0.324	0.121	0.0408	0.0333	0.153	0.0357
Contig3_047	Contig3	102582	102676	-	RJF.Contig3.LOC16.MHCY38j	0.0702	0.529	19.7	12.4	1.88	7.62	10.3	0.318	0.303	0.379	0.483	0.0667	2.66	2.48	4.83	0.381	0.293	2.51	5.94	2.46	2.19	17.5	26.9	0.347	0.617	4.83	3.07
Contig3_008	Contig3	7713	7896	+	RJF.Contig3.LOC02.MHCY34b	0.0526	0.235	4.86	4.42	1.56	6.46	9.43	0.409	0.727	0.552	0.621	0.133	0.862	1.17	2.98	0.357	0.39	3.09	6.67	1.74	1.54	4.97	8.45	3.45	3.5	2.77	2.5
Contig3_035	Contig3	77294	77373	+	RJF.Contig3.LOC13.MHCY36w	0	0.0588	1.07	0.632	0.542	0.308	0.525	0.439	0.0909	0.241	0.138	0	0.207	0.312	0.377	0.0952	0.0244	0.0667	1.2	0.128	0.108	0.324	0.758	0.0612	0.0333	1.19	0.929
Contig3_048	Contig3	102229	102308	-	RJF.Contig3.LOC16.MHCY38j	0	0.0882	1.26	0.789	1.33	0.487	1.07	0.273	0.273	0.138	0.241	0.133	0.379	0.625	0.943	0.357	0.244	0.178	3.73	0.385	0.27	0.865	1.58	0.102	0.0333	3.42	1.89
Contig3_014	Contig3	46509	46613	+	RJF.Contig3.LOC08.ZNFY4a	0	0	0	0	0.025	0	0	0	0.0303	0	0.0345	0	0	0	0	0.0238	0.0366	0	0.0476	0	0	0	0	0	0.0167	0	0.0357
Contig3_039	Contig3	88414	88658	+	RJF.Contig3.LOC14.MHCY37c	1.6	2.75	31.3	26.3	12.2	29.1	39.8	1.39	1.67	1.31	1.45	1.27	6.59	7.52	12.2	1.56	1.16	21.6	67.1	18.6	21.7	45.2	69.4	1.55	1.67	23.5	34.6
Contig3_042	Contig3	89486	89599	+	RJF.Contig3.LOC14.MHCY37c	1.16	2.28	17.5	13.2	15.7	11.9	25.4	1.64	1.59	1.21	2.21	1.53	2.38	9.1	10.6	1.48	1	9.56	92.3	21.7	13.6	23.3	24.1	0.837	1.25	23.9	46.4
Contig3_023	Contig3	62038	62120	-	RJF.Contig3.LOC10.MHCY35k	0	0.0147	0.419	0.132	0.533	0.231	0.075	1.02	0.394	0.655	0.586	0.0667	0	0.208	0.264	0.393	0.402	0.0889	1.6	0.154	0.0811	0	0.182	0.143	0.2	0.429	1.07
Contig3_004	Contig3	6827	6921	+	RJF.Contig3.LOC02.MHCY34b	0.0877	0.647	10.1	8.24	3.02	15.1	18.3	0.879	1.11	0.483	0.931	0.133	0.69	2.19	4.19	0.679	0.598	4.58	11.6	3.26	2.38	8.84	18.3	5.92	5.25	4.61	4.82
Contig3_034	Contig3	76926	77020	+	RJF.Contig3.LOC13.MHCY36w	0.0351	0.221	17.8	11	0.608	3.13	3.67	0.424	0.0758	0.241	0.069	0.267	0.621	1.62	1.62	0.131	0.0732	1.44	1.59	0.436	0.892	7.46	15	0.0612	0.167	1.32	1.11
Contig3_053	Contig3	111530	111775	+	RJF.Contig3.LOC18.MHCY39r	0.193	0.456	47.2	34.5	1.67	13.8	9.93	0.5	0.318	0.241	0.172	0	2.86	6.25	7.26	0.357	0.183	6.8	2.29	2.33	3.62	44.6	79.4	0.878	0.917	7.67	2.46
Contig3_025	Contig3	61620	61781	-	RJF.Contig3.LOC10.MHCY35k	0.0175	0.0588	0.907	0.579	0.3	0.487	0.4	0.97	0.424	0.345	0.69	0	0.103	0.438	0.245	0.369	0.415	0.311	1.6	0.179	0.0541	0.162	0.576	0.184	0.15	0.265	0.679
Contig3_003	Contig3	6306	6550	+	RJF.Contig3.LOC02.MHCY34b	0.14	0.368	11	9.21	1.87	16.7	14.9	0.788	0.667	0.414	0.414	0.467	1.24	1.79	4.15	0.571	0.39	5.16	5.79	2.74	2.05	11.8	23.5	5.22	4.95	3.61	2.79
Contig3_044	Contig3	89823	90007	+	RJF.Contig3.LOC14.MHCY37c	2.56	3.79	36.3	24.6	16.8	26.4	57.5	1.65	1.42	1.14	1.76	1.2	5.24	18.1	19.9	1.83	1.23	16	106	44.4	28.7	59.9	43.3	1.71	2.02	31	51.2
Contig3_032	Contig3	76018	76143	+	RJF.Contig3.LOC13.MHCY36w	0	0	0.209	0.0263	0.0167	0.0513	0.05	0.0152	0	0	0.0345	0	0	0.0208	0.0377	0.0119	0	0.0222	0.0794	0.0513	0	0.0811	0	0	0	0.0204	0
Contig3_022	Contig3	62394	62488	-	RJF.Contig3.LOC10.MHCY35k	0.0351	0.0441	1.7	1.63	0.575	0.59	0.75	1.42	0.485	0.586	0.966	0.2	0.276	0.25	0.491	0.5	0.622	0.489	2.17	0.154	0.027	0.595	1.21	0.286	0.467	0.449	0.893
Contig3_027	Contig3	65881	65973	+	RJF.Contig3.LOC11.YLEC34h	0	0	0.0698	0	0.025	0.0513	0	0	0	0	0	0	0.0345	0.0417	0	0.0119	0	0	0.0159	0	0.0541	0	0.0303	0	0.05	0.153	0.0357
Contig3_054	Contig3	131952	132077	-	RJF.Contig3.LOC21.MHCY40l	0	0	0	0	0	0	0	0	0.0152	0	0	0	0	0	0	0	0	0	0.00794	0	0	0	0	0	0	0	0
Contig3_058	Contig3	130486	130606	-	RJF.Contig3.LOC21.MHCY40l	0	0	0.302	0.368	0.475	0.231	0.225	0.5	0.364	0.207	0.103	0.0667	0.069	0.0417	0.17	0.31	0.0976	0.0444	1.3	0.0769	0	0.27	0.333	0.0408	0.0667	0.531	0.714
Contig3_001	Contig3	216	438	+	RJF.Contig3.LOC01.YLEC30partial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig3_029	Contig3	66325	66613	+	RJF.Contig3.LOC11.YLEC34h	0.0175	0	0	0	0.0417	0	0.025	0.0152	0.0152	0	0	0	0.069	0	0.0189	0.0238	0.0244	0	0.00794	0	0	0.0541	0.0303	0.143	0.0333	0.694	0.214
Contig3_031	Contig3	67168	67390	+	RJF.Contig3.LOC11.YLEC34h	0	0	0.0465	0	0.0333	0.0513	0	0.0152	0	0	0	0	0.241	0.0208	0.0189	0	0.0122	0	0.0556	0	0	0	0.0303	0.0408	0.05	0.388	0.25
Contig3_036	Contig3	77476	77589	+	RJF.Contig3.LOC13.MHCY36w	0.0175	0.0882	1.53	1.21	0.342	0.385	0.65	0.318	0.0606	0.207	0.103	0.0667	0.103	0.458	0.415	0.143	0.0244	0.222	0.952	0.0769	0.0811	0.811	1.21	0.0204	0	0.418	0.464
Contig3_011	Contig3	22165	22269	-	RJF.Contig3.LOC04.ZNFY3b	0.0175	0.0294	0.116	0.0263	0.15	0.0769	0.25	0.0455	0.212	0.207	0.069	0	0.069	0.0208	0.132	0.155	0.146	0.0444	0.175	0.0256	0.0541	0.135	0.303	0.122	0.167	0.133	0.0714
Contig3_020	Contig3	63292	63417	-	RJF.Contig3.LOC10.MHCY35k	0	0	0.0465	0	0.025	0	0	0.348	0.182	0.069	0.103	0	0	0.0208	0.0566	0.119	0.183	0	0.159	0.0513	0	0	0	0.0408	0.05	0.0306	0.179
Contig3_009	Contig3	23128	23304	-	RJF.Contig3.LOC04.ZNFY3b	0	0	0	0	0.025	0	0	0.0152	0.0758	0	0.0345	0	0	0	0	0.0238	0.061	0	0.0397	0	0	0	0	0	0	0.0204	0
Contig3_028	Contig3	66129	66213	+	RJF.Contig3.LOC11.YLEC34h	0	0	0	0	0.025	0	0	0	0	0	0	0	0.0345	0	0	0.0238	0	0	0.0159	0	0	0	0	0.0408	0	0.153	0.0714
Contig3_046	Contig3	102953	103197	-	RJF.Contig3.LOC16.MHCY38j	0.0877	0.265	8.98	5.87	1.69	3.49	4.72	0.455	0.409	0.241	0.241	0.2	1	1.29	2.42	0.429	0.28	1	4.33	1.05	1.46	9.19	14.8	0.265	0.3	4.49	1.93
Contig3_010	Contig3	22369	23000	-	RJF.Contig3.LOC04.ZNFY3b	0	0	0	0	0.0417	0	0.025	0.0303	0.0152	0.0345	0.069	0	0	0	0	0.0119	0.0732	0	0.0476	0	0	0	0	0.0612	0.0167	0.0306	0.107
Contig4_023	Contig4	35038	35302	+	RJF.Contig4.LOC06.YLEC41f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_019	Contig4	33796	33985	+	RJF.Contig4.LOC06.YLEC41f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_017	Contig4	22832	22914	-	RJF.Contig4.LOC05.MHCY42s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_028	Contig4	39540	39623	+	RJF.Contig4.LOC08.MHCY44n	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_013	Contig4	19889	20111	+	RJF.Contig4.LOC04.YLEC40e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_015	Contig4	23559	23799	-	RJF.Contig4.LOC05.MHCY42s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_004	Contig4	11069	11151	-	RJF.Contig4.LOC02.MHCY41e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_016	Contig4	23188	23282	-	RJF.Contig4.LOC05.MHCY42s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_011	Contig4	19038	19334	+	RJF.Contig4.LOC04.YLEC40e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_021	Contig4	34369	34453	+	RJF.Contig4.LOC06.YLEC41f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_002	Contig4	11796	12040	-	RJF.Contig4.LOC02.MHCY41e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_024	Contig4	35410	35632	+	RJF.Contig4.LOC06.YLEC41f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_008	Contig4	18275	18468	+	RJF.Contig4.LOC04.YLEC40e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_020	Contig4	34117	34210	+	RJF.Contig4.LOC06.YLEC41f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_006	Contig4	10662	10819	-	RJF.Contig4.LOC02.MHCY41e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_014	Contig4	24061	24186	-	RJF.Contig4.LOC05.MHCY42s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_007	Contig4	10444	10628	-	RJF.Contig4.LOC02.MHCY41e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_027	Contig4	39172	39266	+	RJF.Contig4.LOC08.MHCY44n	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_029	Contig4	39726	39794	+	RJF.Contig4.LOC08.MHCY44n	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_010	Contig4	18848	18932	+	RJF.Contig4.LOC04.YLEC40e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_026	Contig4	38641	38895	+	RJF.Contig4.LOC08.MHCY44n	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_009	Contig4	18600	18692	+	RJF.Contig4.LOC04.YLEC40e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_005	Contig4	10853	10966	-	RJF.Contig4.LOC02.MHCY41e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_003	Contig4	11425	11519	-	RJF.Contig4.LOC02.MHCY41e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_030	Contig4	39831	39988	+	RJF.Contig4.LOC08.MHCY44n	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_018	Contig4	22620	22729	-	RJF.Contig4.LOC05.MHCY42s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_012	Contig4	19517	19781	+	RJF.Contig4.LOC04.YLEC40e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_001	Contig4	12302	12427	-	RJF.Contig4.LOC02.MHCY41e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig4_022	Contig4	34559	34855	+	RJF.Contig4.LOC06.YLEC41f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
